ocid,notice_id,published_date,deadline,title,buyer,status,procurement_method,main_category,cpv_id,cpv_description,value_amount,value_currency,sme_suitable,vcse_suitable,categories,matched_terms,official_notice_url,summary,licence,source
ocds-b5fd17-8198bc54-cd3e-411d-80ea-08076699e291,b38ea0d7-343f-4bad-9f66-b5b89cd07d8a-903254,2026-06-23T15:39:15+01:00,2026-07-21T12:00:00+01:00,"CA18115 - Tender 41/2026 - NMANDD PEACEPLUS Thriving Together Social and Emotional Support Programmes.  Rhythm Across Generations, for the Newry, Mourne and Down District Council area.","Newry, Mourne and Down District Council (NMD)",active,Open procedure,services,92000000,"Recreational, cultural and sporting services",,,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/b38ea0d7-343f-4bad-9f66-b5b89cd07d8a,"Competent consultancy companies are hereby invited to tender to design, develop and deliver a Social and Emotional Intergenerational Support programme, focusing on music and dance. This project will deliver 7 intergener…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-10bcec0d-425d-4f34-8f00-c2486ed03536,183433b7-20fc-4d4b-827c-d1e515bf47bf-903202,2026-06-23T14:10:05+01:00,2026-06-30T16:00:00+01:00,EKFB JV - Precast Concrete UTX (Under Track Crossing) chambers system and adjoining duct works,"Eiffage Kier JV HS2 Main Civils Works, Lots C2 & C3",active,,works,44114200,Concrete products,500000,GBP,False,False,facilities_works,installation,https://www.contractsfinder.service.gov.uk/Notice/183433b7-20fc-4d4b-827c-d1e515bf47bf,"NC2A is the North Chilterns to Aylesbury section of C23, a part of the HS2 project managed by the EKFB Joint Venture. We are seeking a specialist subcontractor to undertake the following works within the NC2A section: T…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-ada50311-892d-4bd0-9f98-d43fd6f4f6e6,ad6a848d-5f2d-402e-8ce4-d7c366a76877-903179,2026-06-23T13:08:53+01:00,2026-06-26T23:59:00+01:00,Supply Chain Notice: WC1680053 - DHK - Refurbish Kitchens and Bathrooms on SFAs (CYPRUS),Ministry of Defence,active,Other - OTHER,works,45111100,Demolition work,370000,GBP,True,False,facilities_works;sme_suitable,SME suitability flag;installation,https://www.contractsfinder.service.gov.uk/Notice/ad6a848d-5f2d-402e-8ce4-d7c366a76877,"1. Remove and dispose of all existing kitchen units, floor finishes, and redundant service ducts associated with the existing kitchen installation. 2. Remove and dispose of existing electrical accessories, including sur…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-ee52e2da-f069-4915-a8c0-6ea057a345c5,35a737b6-aba4-4a67-a7cf-9d6d327e10a6-903176,2026-06-01T14:39:34+01:00,2026-07-10T17:00:00+01:00,Looe Seafront Toilets roof refurbishment,Looe Town Council,active,Open procedure (below threshold),works,45260000,Roof works and other special trade construction works,50000,GBP,True,False,facilities_works;sme_suitable,SME suitability flag;refurbishment,https://www.contractsfinder.service.gov.uk/Notice/35a737b6-aba4-4a67-a7cf-9d6d327e10a6,We are not working with procurement agencies so please do not respond to contact from someone claiming to be working on behalf of Looe Town Council. 1. High Level Access approved by our Architect and HSE; to comply with…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-2f6c051c-3dcb-4588-8c8f-d907db907191,f9f86804-5be2-466c-87e5-3b6aeb655341-903175,2026-06-12T12:59:33+01:00,2026-07-10T17:00:00+01:00,Guildhall Public Conveniences - plumbing and sanitary ware refurbishment,Looe Town Council,active,Open procedure (below threshold),works,50760000,Repair and maintenance of public conveniences,10000,GBP,True,False,facilities_works;sme_suitable,SME suitability flag;maintenance,https://www.contractsfinder.service.gov.uk/Notice/f9f86804-5be2-466c-87e5-3b6aeb655341,"PLEASE NOTE: We are not working with any third party procurement agencies for this tender so please do not respond to any contact from someone claiming to be working on behalf of Looe Town Council. 1. Removal, refurbish…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-3a6c01ee-f934-43aa-92bd-dadb7a1ac724,33e24f22-5f40-4af9-98ee-5bf0e56ad7f7-903172,2026-06-23T12:14:10+01:00,2026-06-30T12:00:00+01:00,Arboricultural services - Tree works operations,London Borough Of Islington,active,Restricted procedure (above threshold),services,50000000,Repair and maintenance services,,,True,False,facilities_works;sme_suitable,SME suitability flag;maintenance,https://www.contractsfinder.service.gov.uk/Notice/33e24f22-5f40-4af9-98ee-5bf0e56ad7f7,13658 HWYS MILDMAY Prune and Fell 26-27 Mildmay highway tree general Maintenance This opportunity has been distributed on adamprocure.co.uk,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-caa31223-7f00-4793-a2b5-1035b6b14bb2,5d1a436e-fe8b-4479-87a4-0eb2b4831a41-903033,2026-06-23T10:37:19+01:00,2026-08-10T12:00:00+01:00,Christmas Lights,Higham Ferrers Town Council,active,Open procedure (below threshold),services,31522000,Christmas tree lights,39000,GBP,True,False,facilities_works;sme_suitable,SME suitability flag;maintenance,https://www.contractsfinder.service.gov.uk/Notice/5d1a436e-fe8b-4479-87a4-0eb2b4831a41,"Higham Ferrers invites suitably experienced Christmas illumination specialists to submit a tender for the Christmas lights for a 3 year contract for Christmas 2026, 2027 and 2028. The 3-year contract period commencing n…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-eb9b482a-4f1b-4463-9ef4-850c399a0383,576719d9-474c-440a-92c6-8d1da7c10d38-903127,2026-06-23T10:20:05+01:00,2026-06-29T18:00:00+01:00,BBV HS2 MWCC North - Architectural Construction Works - Buildings,Balfour Beatty VINCI JV HS2,active,,works,45200000,Works for complete or part construction and civil engineering work,5000000,GBP,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/576719d9-474c-440a-92c6-8d1da7c10d38,Balfour Beatty VINCI (BBV) have been awarded HS2 main works civils contracts for the Area North project in the West Midlands. We are looking to engage with an experienced contractors who can deliver Architectural Constr…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-2d1f94c3-ac92-42f5-ad80-38de888e7e64,2087da99-e49f-4035-8377-198aa6c8483e-903119,2026-06-23T09:59:20+01:00,2026-06-26T11:00:00+01:00,Taxi and MPV (1-8 seats) - Taxi and MPV (1-8 seats),East Sussex County Council,active,Restricted procedure (above threshold),services,60000000,Transport services (excl. Waste transport),,,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/2087da99-e49f-4035-8377-198aa6c8483e,"Vehicle type: Saloon Passenger Assistant Required: No PA required if travelling alone. Proposed Taxi Route: From: TN6 3AU To: Flagship School, TN34 2AE Frequency: 5 days a week Daily School Time: Monday to Friday 08:50-…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-f275d467-7212-4e50-858b-3918ee92f8bf,a3898f1c-250a-445e-bd43-b3ee518ec7be-903114,2026-06-23T09:45:25+01:00,2026-06-26T12:00:00+01:00,Taxi and MPV (1-8 seats) Passenger Assistant - Taxi and MPV (1-8 seats) Passenger Assistant,East Sussex County Council,active,Restricted procedure (above threshold),services,60000000,Transport services (excl. Waste transport),,,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/a3898f1c-250a-445e-bd43-b3ee518ec7be,"Vehicle type: Saloon Passenger Assistant Required: Yes Proposed Taxi Route: From: BN9 9EW To: Hill Park School, BN41 2FU Frequency: Monday - Friday Daily School Time: 09:00 - 15:15 This opportunity has been distributed…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-3c73dc01-46a7-49a3-834c-46ff09ed703b,e7e13bd0-0fe9-46cf-aa8e-594ff5929fed-903105,2026-06-22T12:43:14+01:00,2026-08-03T12:00:00+01:00,Exhibition Racking Contractor - Project Tullie (Phase 3) Works INVITATION TO TENDER,TULLIE HOUSE MUSEUM AND ART GALLERY TRUST,active,Open procedure (below threshold),services,92500000,"Library, archives, museums and other cultural services",,,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/e7e13bd0-0fe9-46cf-aa8e-594ff5929fed,"Project Tullie is a phased capital development programme to transform Tullie over the next 10-15 years. Our vision is to create an innovative, welcoming, and sustainable cultural hub that represents local communities an…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-4f6a2f89-152e-4021-9ef1-ffc9771b098f,392c9555-275c-4631-9aa2-ffc079b47be2-903099,2026-06-23T09:12:17+01:00,2026-07-22T12:00:00+01:00,CA18108 - Tender 40/2026 - SAUL Theme 1 - Upgrade Works to Clubhouse Facilities - PP1018,"Newry, Mourne and Down District Council (NMD)",active,Open procedure,works,45330000,Plumbing and sanitary works,,,True,False,facilities_works;green_energy;sme_suitable,SME suitability flag;installation;insulation,https://www.contractsfinder.service.gov.uk/Notice/392c9555-275c-4631-9aa2-ffc079b47be2,"Applications are invited from Contractors, under the terms of the NEC4 ECSC Short Contract, for the following project: SAUL Theme 1 - Upgrade Works to Clubhouse Facilities - PP1018. To access this competition: Registere…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-81d62146-fd3d-43ba-a617-161aecbb88c3,36b88345-529c-450f-a351-69a2199249e5-903087,2026-06-23T06:48:14+01:00,,Supply Chain Notice: Installation of a Muga Pitch and associated works,Ministry of Defence,planned,,,45212220,Multi-purpose sports facilities construction work,1800000,GBP,True,True,facilities_works;sme_suitable,SME suitability flag;installation,,Please see attached file for full description.,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-e8035b68-b32f-4dee-9402-5f84f6b537f0,eec4f6d7-6ca4-4b08-a014-db69a7906db0-903083,2026-06-22T17:50:04+01:00,2026-07-06T17:30:00+01:00,GB-London: IT Managed Services - Stage 1 Assessment,The Careers and Enterprise Company,active,Open procedure,services,72590000,Computer-related professional services,1000000,GBP,True,False,accessibility_digital;sme_suitable,SME suitability flag;software,https://www.contractsfinder.service.gov.uk/Notice/eec4f6d7-6ca4-4b08-a014-db69a7906db0,"Initial assessment of suppliers' suitability and capability to deliver IT Managed Services, prior to invitation to the next stage of the procurement process. Additional information: The contracting authority considers t…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-22586f62-6b5c-443f-814a-4fdeb2223653,57d84c54-d501-4c5f-8498-17fb688386a3-903081,2026-06-22T17:15:18+01:00,2026-07-18T12:00:00+01:00,CA18103 - Adult Skills Fund Course Delivery,East Durham College,active,Open procedure,services,80000000,Education and training services,450000,GBP,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/57d84c54-d501-4c5f-8498-17fb688386a3,"East Durham College is seeking to appoint a maximum of three high-performing subcontract partners to deliver Adult Skills Fund (ASF) provision at Level 2 and above, with a clear focus on progression into sustained emplo…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-62b40079-a0a8-4219-bd71-e2a997f09b15,e8288bb0-fb7e-429a-b707-e3f7328b5ef9-903070,2026-06-22T16:24:14+01:00,,Editorial Support,"OFFICE FOR STANDARDS IN EDUCATION, CHILDRENS SERVICES AND SKILLS",planned,Open procedure (below threshold),,79821100,Proofreading services,30000,GBP,True,False,sme_suitable,SME suitability flag,,"This proposal is to establish a new contractual arrangement to support Ofsted's Communications team with flexible, on-demand editorial resource. The intention is to appoint multiple suppliers to a small pool, enabling O…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-bc369106-cd19-4846-a2be-ab5866a13b15,e653ff06-8c8d-4e5d-97e9-76ce987277d3-903069,2026-06-22T16:10:04+01:00,2026-07-22T12:00:00+01:00,GB-Colchester: 0485 - PA Colbea House External Repair & Redecorations,Colchester Borough Council,active,Open procedure,works,45421100,Installation of doors and windows and related components,100000,GBP,False,False,facilities_works,installation,https://www.contractsfinder.service.gov.uk/Notice/e653ff06-8c8d-4e5d-97e9-76ce987277d3,"Colchester City Council (the Council) wishes to commission a contractor to repair and redecorate the external faces of the timber windows and doors of the Colbea House, 1 George Williams Way, Colchester, Colchester, Ess…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-063977fe-9582-4ae9-b9ca-bdce2a970bdf,46f3f42e-86d1-463d-9288-32214b43a608-903054,2026-06-22T15:21:10+01:00,2026-07-31T17:00:00+01:00,CA18037 - The Barlow Roman Catholic High School - Tender for Building Cleaning Services,The Barlow Roman Catholic High School,active,Open procedure,services,90911200,Building-cleaning services,413260,GBP,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/46f3f42e-86d1-463d-9288-32214b43a608,The Barlow Roman Catholic High School are looking for a single supplier to provide building cleaning services. The initial 3 year contract period starts 1 January 2027 and has optional 2 x 12 month contract extensions.…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-58cd996e-70c7-43cc-b17d-0b7f8791f61c,fc6ea185-d03b-419b-b4c9-f47c10025de3-903049,2026-06-22T15:03:15+01:00,2026-07-13T12:00:00+01:00,ATEX Remedials,KBS Maritime Ltd,active,Restricted procedure,works,45310000,Electrical installation work,200000,GBP,True,False,accessibility_digital;facilities_works;sme_suitable,SME suitability flag;maintenance;portal,https://www.contractsfinder.service.gov.uk/Notice/fc6ea185-d03b-419b-b4c9-f47c10025de3,"Following detailed ATEX inspections, remedial actions are required associated with the DSEAR areas within Portsmouth Naval Base. Actions will need to be undertaken to achieve compliance with the DSEAR regulations and AT…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-72901a3f-4ef8-4bfd-9350-cf49406477d4,48efe08b-58e2-41a3-ab4e-10fff0d58c43-903019,2026-06-22T13:41:48+01:00,2026-07-27T15:00:00+01:00,UKRI-6097 MRC HQ Fellowships Evaluation Services,UK Research and Innovation,active,Call-off from a dynamic purchasing system,services,79311410,Economic impact assessment,90000,GBP,True,True,accessibility_digital;sme_suitable,SME suitability flag;portal,https://www.contractsfinder.service.gov.uk/Notice/48efe08b-58e2-41a3-ab4e-10fff0d58c43,"UKRI-MRC, are seeking a supplier to carry out an external evaluation to provide an independent and expert assessment of the RoI/SRoI of investment Fellowships. The evaluation findings will be used by MRC to demonstrate…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-72901a3f-4ef8-4bfd-9350-cf49406477d4,14b18b36-a819-4887-aaa9-1236df1670d9-903018,2026-06-22T13:41:48+01:00,2026-07-27T15:00:00+01:00,UKRI-6097 MRC HQ Fellowships Evaluation Services,UK Research and Innovation,active,Call-off from a dynamic purchasing system,services,79311410,Economic impact assessment,90000,GBP,True,True,accessibility_digital;sme_suitable,SME suitability flag;portal,https://www.contractsfinder.service.gov.uk/Notice/14b18b36-a819-4887-aaa9-1236df1670d9,"UKRI-MRC, are seeking a supplier to carry out an external evaluation to provide an independent and expert assessment of the RoI/SRoI of investment Fellowships. The evaluation findings will be used by MRC to demonstrate…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-3c73dc01-46a7-49a3-834c-46ff09ed703b,e7e13bd0-0fe9-46cf-aa8e-594ff5929fed-902992,2026-06-22T12:43:14+01:00,2026-08-03T12:00:00+01:00,Exhibition Racking Contractor - Project Tullie (Phase 3) Works INVITATION TO TENDER,TULLIE HOUSE MUSEUM AND ART GALLERY TRUST,active,Open procedure (below threshold),services,92500000,"Library, archives, museums and other cultural services",,,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/e7e13bd0-0fe9-46cf-aa8e-594ff5929fed,"Project Tullie is a phased capital development programme to transform Tullie over the next 10-15 years. Our vision is to create an innovative, welcoming, and sustainable cultural hub that represents local communities an…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-7ade594e-cb88-4f4d-ad8f-31d2e75c0cf7,b728aede-2fd5-45de-a730-742aa967e08a-902914,2026-06-20T23:51:11+01:00,2026-07-31T09:30:00+01:00,CA18099 - Leighton Middle School,Leighton Middle School,active,Open procedure,goods,15894210,School meals,,,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/b728aede-2fd5-45de-a730-742aa967e08a,"Leighton Middle School is seeking a high?quality Catering Partner to deliver a modern service that meets the needs of pupils. The School requires a fully commercial, financially self?sustaining service that combines str…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-59bd3fc2-19cc-4af3-a914-4885c8da07c3,c468ff00-848d-471b-ae83-6bf211ade3b6-902912,2026-06-20T17:19:11+01:00,2026-07-29T13:00:00+01:00,"Leys Park Changing Pavilion Dagenham, Refurbishment",London Borough of Barking and Dagenham,active,Open procedure (below threshold),works,45212100,Construction work of leisure facilities,,,True,True,accessibility_digital;facilities_works;sme_suitable,SME suitability flag;portal;refurbishment,https://www.contractsfinder.service.gov.uk/Notice/c468ff00-848d-471b-ae83-6bf211ade3b6,The London Borough of Barking and Dagenham are pleased to invite you to tender for the conversion of current changing rooms into a new gym through an open tender process. The procurement strategy being adopted for this…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-59bd3fc2-19cc-4af3-a914-4885c8da07c3,c468ff00-848d-471b-ae83-6bf211ade3b6-902911,2026-06-20T17:19:11+01:00,2023-07-29T13:00:00+01:00,"Leys Park Changing Pavilion Dagenham, Refurbishment",London Borough of Barking and Dagenham,active,Open procedure (below threshold),works,45212100,Construction work of leisure facilities,,,True,True,accessibility_digital;facilities_works;sme_suitable,SME suitability flag;portal;refurbishment,https://www.contractsfinder.service.gov.uk/Notice/c468ff00-848d-471b-ae83-6bf211ade3b6,The London Borough of Barking and Dagenham are pleased to invite you to tender for the conversion of current changing rooms into a new gym through an open tender process. The procurement strategy being adopted for this…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-5f06b887-9344-4329-a085-a58958a813f5,01e7a163-e215-43fc-ae02-97d9fb548482-902898,2026-06-19T16:15:26+01:00,2026-06-26T10:00:00+01:00,Taxi and MPV (1-8 seats) Passenger Assistant - Taxi and MPV (1-8 seats) Passenger Assistant,East Sussex County Council,active,Restricted procedure (above threshold),services,60000000,Transport services (excl. Waste transport),,,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/01e7a163-e215-43fc-ae02-97d9fb548482,"TUPE MAY APPLY FOR THIS TENDER Vehicle type: Saloon Passenger Assistant Required: PA required Proposed Taxi Route: From: TN34 3NF and TN34 3LY To: All Saints Primary School, TN39 5HA Frequency: Monday to Friday Daily Sc…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-38666829-71eb-4940-bdac-8dd43be6ce1b,88f31b88-1316-4f9b-ac3f-da4dbf6753e0-902885,2026-06-19T15:17:54+01:00,2026-07-01T14:00:00+01:00,Beckingham Camp_Electrical Intake Upgrades to support DNO upgrades,Ministry of Defence,active,Restricted procedure (above threshold),works,45310000,Electrical installation work,312000,GBP,True,False,facilities_works;green_energy;sme_suitable,SME suitability flag;installation;substation,https://www.contractsfinder.service.gov.uk/Notice/88f31b88-1316-4f9b-ac3f-da4dbf6753e0,"The work to be delivered under this contract broadly comprises 2 elements: 1. Works that NGED require their customer to complete on their behalf, which is a stipulation of their quote, dated 14 August 2025 (Appendix 03…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-62b40079-a0a8-4219-bd71-e2a997f09b15,e8288bb0-fb7e-429a-b707-e3f7328b5ef9-899654,2026-06-19T14:46:15+01:00,,Editorial Support,"OFFICE FOR STANDARDS IN EDUCATION, CHILDRENS SERVICES AND SKILLS",planned,Open procedure (below threshold),,79821100,Proofreading services,30000,GBP,True,False,sme_suitable,SME suitability flag,,"This proposal is to establish a new contractual arrangement to support Ofsted's Communications team with flexible, on-demand editorial resource. The intention is to appoint multiple suppliers to a small pool, enabling O…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-457776e3-480c-4a12-b308-a2e567700e99,e970bb8d-e249-4ec1-80fc-984e3fccd018-902862,2026-06-19T14:02:12+01:00,2026-07-28T17:00:00+01:00,GRANT COMPETITION - Independent Legal Advisors Service,Ministry of Justice,active,Other - Competed Grant,,79111000,Legal advisory services,6025000,GBP,True,True,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/e970bb8d-e249-4ec1-80fc-984e3fccd018,This is a Competed Grant which will be advertised on Find A Grant. The grant will be awarded to a single entity (individual organisation or consortium) to provide the Independent Legal Advisors Service which will provid…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-c49f39c7-e881-4d7d-ad81-a488e482f3ba,033b0391-ac31-4357-b1dd-5f42a7533235-902843,2026-06-19T12:59:23+01:00,2026-06-23T10:00:00+01:00,Taxi and MPV (1-8 seats) Passenger Assistant - Taxi and MPV (1-8 seats) Passenger Assistant,East Sussex County Council,active,Restricted procedure (above threshold),services,60000000,Transport services (excl. Waste transport),,,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/033b0391-ac31-4357-b1dd-5f42a7533235,"Vehicle type: Saloon Passenger Assistant Required: PA required and space around him Proposed Taxi Route: From: TN37 7BX To: The Flagship School, TN34 2AE Frequency: 5 days a week Daily School Time: Monday to Friday 08:5…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-cfb88155-0410-4810-845c-8ecb1210c89e,aa9ef497-9f98-4b20-a0b6-329dff77cff6-902842,2026-06-19T12:55:24+01:00,2026-06-24T10:00:00+01:00,Taxi and MPV (1-8 seats) - Taxi and MPV (1-8 seats),East Sussex County Council,active,Restricted procedure (above threshold),services,60000000,Transport services (excl. Waste transport),,,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/aa9ef497-9f98-4b20-a0b6-329dff77cff6,"Vehicle type: Saloon Passenger Assistant Required: No PA required if travelling alone. Proposed Taxi Route: From: BN7 3FG To: New Barn School, RH12 3PQ Frequency: 5 days a week Daily School Time: Monday to Friday 09:00-…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-e8c57a29-46a0-49bb-b379-7e2baf98e4ca,1c4a8566-9efc-4dbe-ac41-3ae8afd0985f-902841,2026-06-19T12:49:23+01:00,2026-06-26T10:00:00+01:00,Taxi and MPV (1-8 seats) Passenger Assistant - Taxi and MPV (1-8 seats) Passenger Assistant,East Sussex County Council,active,Restricted procedure (above threshold),services,60000000,Transport services (excl. Waste transport),,,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/1c4a8566-9efc-4dbe-ac41-3ae8afd0985f,"Tender details: Vehicle type: Saloon Passenger Assistant Required: PA required Proposed Taxi Route: From: TN39 5FD and TN38 0EU To: Bexhill Academy, TN39 4BY Frequency: Monday to Friday Daily School Time: Mon-Fri 08:20-…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-e0e2adba-ec96-4267-8866-1ad9a9ca041e,ad391a6e-341c-4ab6-ad22-4e1c1a0ce7ff-902840,2026-06-19T12:48:14+01:00,2026-07-03T17:00:00+01:00,CA18089 - Pharmacy Dispensary Refurbishment,West Suffolk NHS Foundation Trust,active,Open procedure,works,45220000,Engineering works and construction works,250000,GBP,True,False,facilities_works;sme_suitable,SME suitability flag;refurbishment,https://www.contractsfinder.service.gov.uk/Notice/ad391a6e-341c-4ab6-ad22-4e1c1a0ce7ff,"The proposed pharmacy dispensary refurbishment works have an estimated construction value of £250,000, including all associated builders work in connection (BWIC), preliminaries, and ancillary project costs. The scope i…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-f4f7b01e-2ac1-4583-9fe2-9e824bd0bc4e,9fec25f7-f40d-45a3-b2ff-5362f2900996-902839,2026-06-19T12:45:23+01:00,2026-06-24T16:00:00+01:00,Taxi and MPV (1-8 seats) Passenger Assistant - Taxi and MPV (1-8 seats) Passenger Assistant,East Sussex County Council,active,Restricted procedure (above threshold),services,60000000,Transport services (excl. Waste transport),,,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/9fec25f7-f40d-45a3-b2ff-5362f2900996,"Vehicle type: Saloon Passenger Assistant Required: Yes Proposed Taxi Route: From: RH17 7QD To: Downs View Link College, BN1 6WQ Frequency: Monday - Friday Daily School Time: 08:50 - 15:15 This opportunity has been distr…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-0c4905fb-c755-4a02-a3bd-4f268c3e3a8b,aa4f93e7-db26-4615-8815-eafbce0cd418-902838,2026-06-19T12:37:20+01:00,2026-06-26T10:00:00+01:00,Taxi and MPV (1-8 seats) Passenger Assistant - Taxi and MPV (1-8 seats) Passenger Assistant,East Sussex County Council,active,Restricted procedure (above threshold),services,60000000,Transport services (excl. Waste transport),,,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/aa4f93e7-db26-4615-8815-eafbce0cd418,"Tender details: Vehicle type: MPV Passenger Assistant Required: PA required - Rhys requires space around him so a slightly bigger vehicle. Proposed Taxi Route: From: TN19 7LH and TN6 2UW To: West Heath School, TN13 1SR…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-6cdb1d09-896d-413c-8e8a-ef93ac4c7973,5e88892e-fcfb-4f40-9679-506021e56c19-902837,2026-06-19T12:31:19+01:00,2026-06-26T10:00:00+01:00,Taxi and MPV (1-8 seats) - Taxi and MPV (1-8 seats),East Sussex County Council,active,Restricted procedure (above threshold),services,60000000,Transport services (excl. Waste transport),,,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/5e88892e-fcfb-4f40-9679-506021e56c19,"Tender details: Vehicle type: Saloon Passenger Assistant Required: No Proposed Taxi Route: From: TN35 5PW To: ARK Alexandra Academy William Parker Campus, TN34 2PG Frequency: Monday - Friday Daily School Time: 08:45 - 1…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
